iter	RMSE
138	0.07312948377
139	0.07309561237
140	0.07307024178
141	0.07304493407
142	0.07302784961
143	0.07299477784
144	0.07297482499
145	0.07295422331
146	0.07293227144
147	0.07291108254
148	0.07289634973
149	0.0728790657
150	0.07284726527
151	0.07282940852
152	0.07281294476
153	0.07280236097
154	0.07277876535
155	0.07276573098
156	0.07273798044
157	0.07271884492
158	0.07270230609
159	0.07268235574
160	0.07266300931
161	0.07264935196
162	0.07263327734
163	0.07261682019
164	0.07260278389
165	0.07258946276
166	0.0725723841
167	0.07255845649
168	0.07254300352
169	0.07253023374
170	0.0725086123
171	0.07249605359
172	0.07248096149
173	0.07246379818
174	0.07245052764
175	0.07242572039
176	0.07239086045
177	0.07237753732
178	0.07235914705
179	0.07234353802
180	0.07233041807
181	0.07231542212
182	0.07230575726
183	0.07229447025
184	0.07228052675
185	0.07227068684
186	0.07224357928
187	0.07223139318
188	0.0722193589
189	0.07220773226
190	0.07219221527
191	0.07215636228
192	0.07214754364
193	0.07213819107
194	0.07211784644
195	0.07210777664
196	0.07210151414
197	0.07208632614
198	0.07205829251
199	0.07204951356
200	0.07202891754
201	0.07200322093
202	0.07198371988
203	0.0719673793
204	0.07195147938
205	0.07192993397
206	0.0719129384
207	0.07189517032
208	0.07188209975
209	0.07186509893
210	0.07185179597
211	0.07183779814
212	0.0718189174
213	0.07179625719
214	0.07177720303
215	0.07176326439
216	0.07175159486
217	0.0717394264
218	0.07173129793
219	0.07171715483
220	0.07168916747
221	0.07167894555
222	0.07166623789
223	0.0716576654
224	0.0716374494
225	0.07161368571
226	0.07159853199
227	0.07158263454
228	0.07157470529
229	0.07155552114
230	0.07154328068
231	0.07153642956
232	0.07152053987
233	0.07150567166
234	0.0714900091
235	0.07147887731
236	0.07147251081
237	0.07145857227
238	0.07144714131
239	0.07144054238
240	0.07142968886
241	0.07141363022
242	0.07139943346
243	0.07139524031
244	0.07138563302
245	0.07136955551
246	0.07135729184
247	0.07134312134
248	0.0713304434
249	0.07131365925
250	0.07130326113
251	0.07129572859
252	0.07128758737
253	0.07127710128
254	0.07126417701
255	0.07125139977
256	0.07123991811
257	0.0712294911
258	0.07121794227
259	0.07119991264
260	0.07118716215
261	0.07117403148
262	0.07116431504
263	0.07114548799
264	0.07113664005
265	0.07111093378
266	0.07110270054
267	0.0710925455
268	0.07107873397
269	0.07106063126
270	0.07104378805
271	0.07103106384
272	0.07102074657
273	0.07100262876
274	0.07098283616
275	0.0709797042
276	0.07096422859
277	0.07095460801
278	0.07094195758
279	0.07093014017
280	0.07091633941
281	0.07090411145
282	0.07089154983
283	0.07088032152
284	0.07086141146
285	0.07085163362
286	0.07084088999
287	0.07083179559
288	0.07082048736
289	0.0708061676
290	0.07079157396
291	0.0707707171
292	0.07076007142
293	0.07074772816
294	0.07073045646
295	0.07071971019
296	0.07071122157
297	0.07069953932
298	0.07069104715
299	0.07068236318
300	0.07066915641
301	0.07065631112
302	0.07064555661
303	0.07063049475
304	0.07061716136
305	0.07060469485
306	0.07059042788
307	0.07057693944
308	0.07056202736
309	0.07054987535
310	0.07053733525
311	0.07052672132
312	0.07051705166
313	0.07050551728
314	0.07048588006
315	0.07047384261
316	0.07046125102
317	0.07044425665
318	0.07043523738
319	0.07042523168
320	0.07041639014
321	0.07040338801
322	0.07039548996
323	0.07038461724
324	0.07037199697
325	0.07035887018
326	0.07034840805
327	0.07033658056
328	0.07031860907
329	0.0703081688
330	0.07029992277
331	0.07029128592
332	0.07028121555
333	0.07027280704
334	0.07026199732
335	0.07024888505
336	0.07024179303
337	0.07023262468
338	0.07021220265
339	0.07019991684
340	0.07019246064
341	0.07018452317
342	0.07017052184
343	0.07015645757
344	0.07014576177
345	0.07013477691
346	0.07012580345
347	0.07011769792
348	0.07010896488
349	0.07009258405
350	0.07008438829
351	0.07007469416
352	0.07006523291
353	0.0700549401
354	0.07004111582
355	0.07003091435
356	0.07001834394
357	0.07000843578
358	0.06999714051
359	0.0699856504
360	0.06997932187
361	0.06997284577
362	0.06995934386
363	0.06995220894
364	0.06994169422
365	0.06993312814
366	0.06992454163
367	0.06991687931
368	0.069907597
369	0.06989924978
370	0.06988956407
371	0.06988105816
372	0.0698709058
373	0.0698672491
374	0.06985543604
375	0.06984678963
376	0.06983724052
377	0.06982893855
378	0.06982046181
379	0.06980018121
380	0.06979085963
381	0.06978176136
382	0.06977529316
383	0.06976453202
384	0.06975070422
385	0.06974379519
386	0.06973337201
387	0.06972516045
388	0.06972037129
389	0.06971443803
390	0.06970589715
391	0.06969765634
392	0.06969351844
393	0.06967557738
394	0.06966746595
395	0.06965775407
396	0.06965017644
397	0.06963914373
398	0.06962728027
399	0.06961509105
400	0.06961066254
401	0.06960089807
402	0.06959463401
403	0.06958430967
404	0.06957536406
405	0.06956902583
406	0.06955872805
407	0.06954229427
408	0.06953459777
409	0.06951907668
410	0.0695095497
411	0.06949880273
412	0.06948851693
413	0.06947985406
414	0.0694736521
415	0.06945853942
416	0.06945054302
417	0.06944370144
418	0.06943668875
419	0.06942745407
420	0.06941662656
421	0.06940130326
422	0.06939361242
423	0.06938554846
424	0.06937784319
425	0.06937243012
426	0.06936188283
427	0.06935449732
428	0.06934331583
429	0.06933450851
430	0.06932758326
431	0.06931714456
432	0.069303855
433	0.06928508236
434	0.06927297348
435	0.06926612257
436	0.06925776604
437	0.06924880796
438	0.06924153177
439	0.06923399766
440	0.06922201985
441	0.06921486564
442	0.06920211083
443	0.06919582558
444	0.06918925641
445	0.06917937169
446	0.06917067066
447	0.06916070084
448	0.06914793078
449	0.06914045034
450	0.06913664622
451	0.06912606602
452	0.06911725774
453	0.06911172703
454	0.0691061617
455	0.06910049478
456	0.0690790846
457	0.06907037215
458	0.06905606541
459	0.06904841476
460	0.06904100762
461	0.06902985392
462	0.06901811499
463	0.0690121539
464	0.06900575685
465	0.0690015862
466	0.06898522499
467	0.06897825166
468	0.06896921349
469	0.06896337896
470	0.06895112006
471	0.06893991613
472	0.06893409718
473	0.06892414701
474	0.06891772864
475	0.06890766708
476	0.06889936347
477	0.06888986871
478	0.06888602394
479	0.06887328446
480	0.06886766283
481	0.0688605234
482	0.06885009197
483	0.06884051904
484	0.06883050993
485	0.06882471578
486	0.06881022678
487	0.06880378926
488	0.06879862331
489	0.06879244552
490	0.06878561711
491	0.06878000583
492	0.06877475436
493	0.0687701122
494	0.06876541488
495	0.06875839814
496	0.06875390408
497	0.06874962594
498	0.06874202124
499	0.06873282933
500	0.06872635912
501	0.06871962167
502	0.06871324619
503	0.06870313546
504	0.06869697292
505	0.0686895348
506	0.06867953108
507	0.06866797639
508	0.06866052403
509	0.06865104836
510	0.06864440823
511	0.06863888167
512	0.06863193437
513	0.06862539371
514	0.06861605212
515	0.06860710362
516	0.06859750118
517	0.06859079898
518	0.06858554456
519	0.06858059451
520	0.06857479449
521	0.06856928774
522	0.06856416478
523	0.06855726298
524	0.06855420366
525	0.06854857196
526	0.06854542694
527	0.06854057386
528	0.06852808684
529	0.06852224508
530	0.06851550571
531	0.06851232737
532	0.06850134589
533	0.06848986627
534	0.06848213099
535	0.06847629118
536	0.06846804716
537	0.06845924278
538	0.06845389483
539	0.06844849191
540	0.06844558295
541	0.06843720098
542	0.06842673613
543	0.06841965446
544	0.06841689258
545	0.06840713623
546	0.06840263829
547	0.06839918481
548	0.06839071509
549	0.06838529257
550	0.06837951758
551	0.06837404033
552	0.06836659042
553	0.06835701546
554	0.06834871415
555	0.06833991747
556	0.06833740724
557	0.06832809325
558	0.06831949036
559	0.06830765214
560	0.06829927851
561	0.06829477624
562	0.06828995801
563	0.06828009995
564	0.06827479615
565	0.0682701866
566	0.06826287294
567	0.06825665472
568	0.06825234678
569	0.06824451499
570	0.0682368438
571	0.06823127419
572	0.06822468716
573	0.06821591604
574	0.068212721
575	0.06820990718
576	0.06820022599
577	0.06819123311
578	0.06817904471
579	0.06817083844
580	0.06816339633
581	0.06815755856
582	0.06815073129
583	0.06814618734
584	0.06813392399
585	0.06812897991
586	0.0681234325
587	0.06811209381
588	0.06810811949
589	0.06810176923
590	0.06809812522
591	0.06809409699
592	0.06808937052
593	0.06808459028
594	0.06807749826
595	0.0680710672
596	0.06806372167
597	0.06805770178
598	0.06805110457
599	0.06803895501
600	0.06803560215
601	0.06802947857
602	0.06802487587
603	0.06801728619
604	0.06801142189
605	0.06800664947
606	0.06799438641
607	0.06798843078
608	0.06797526077
609	0.06796518219
610	0.06795875013
611	0.06795319799
612	0.06794520204
613	0.06794186154
614	0.06793662105
615	0.06793343064
616	0.0679270333
617	0.06792205224
618	0.06791395836
619	0.06790874513
620	0.06790451344
621	0.06790012257
622	0.06789349395
623	0.06788868993
624	0.0678821801
625	0.06787935657
626	0.06787551512
627	0.06786683465
628	0.06786253812
629	0.06785759251
630	0.06784959306
631	0.06784248969
632	0.06783892583
633	0.06783422258
634	0.06782956158
635	0.06782031495
636	0.06780933609
637	0.06780187889
638	0.06779500763
639	0.06777714075
640	0.06776999522
641	0.06776324506
642	0.06775782461
643	0.06775169504
644	0.06774360512
645	0.06773648185
646	0.06773195424
647	0.06772492601
648	0.06772016717
649	0.06771169377
650	0.06770665178
651	0.06770391104
652	0.06769539873
653	0.06769079858
654	0.06768437978
655	0.06767825574
656	0.06766886495
657	0.06766270636
658	0.06765511709
659	0.06765074489
660	0.06764642515
661	0.06764016686
662	0.06762858762
663	0.06762225703
664	0.0676174412
665	0.06761287128
666	0.0676040485
667	0.06759515238
668	0.06758744085
669	0.06757817095
670	0.06757094987
671	0.06756552567
672	0.06755515249
673	0.06754880839
674	0.06753797666
675	0.06753308743
676	0.06752746647
677	0.06752363146
678	0.06751311072
679	0.06750760237
680	0.06750403363
681	0.06749924844
682	0.06749476446
683	0.06748547398
684	0.06748241615
685	0.06747769324
686	0.06747065957
687	0.0674654282
688	0.06745784032
689	0.06744969851
690	0.06744330794
691	0.06743829532
692	0.06742935927
693	0.06742405615
694	0.0674194675
695	0.06741503038
696	0.06740690143
697	0.06740115506
698	0.06738980778
699	0.06738560361
700	0.0673765247
701	0.06737349804
702	0.06736575285
703	0.06735955078
704	0.06735055111
705	0.067341792
706	0.06733798574
707	0.06733325417
708	0.06732883021
709	0.06732393267
710	0.06732015505
711	0.06731624115
712	0.06731022609
713	0.06730568411
714	0.06730139605
715	0.06729334264
716	0.06728925103
717	0.06728398338
718	0.06727715638
719	0.06727591583
720	0.06727217355
721	0.06726406569
722	0.0672615901
723	0.06725861738
724	0.06724861661
725	0.0672449062
726	0.06723747865
727	0.0672302483
728	0.06722698587
729	0.06722273461
730	0.06721878243
731	0.06721543301
732	0.06720353104
733	0.06719839693
734	0.06719148079
735	0.06718344642
736	0.06717780093
737	0.06716981725
738	0.06716202518
739	0.06715537735
740	0.06714786497
741	0.06714080499
742	0.06713739912
743	0.06713262237
744	0.06712852558
745	0.06712436844
746	0.06711849282
747	0.06711400317
748	0.06710622827
749	0.06709892849
750	0.06709445127
751	0.06708895672
752	0.06708556617
753	0.06707753928
754	0.06706993832
755	0.06706276938
756	0.06705923685
757	0.06705603729
758	0.06705375318
759	0.06704315776
760	0.0670350504
761	0.06702469524
762	0.06701962471
763	0.06701367449
764	0.06700990046
765	0.06700693122
766	0.06700045865
767	0.06699469434
768	0.06698635617
769	0.06698315105
770	0.06698004076
771	0.06697516018
772	0.06697073849
773	0.06696587897
774	0.0669579606
775	0.06695101319
776	0.06693051072
777	0.06692697941
778	0.06692318811
779	0.0669167143
780	0.06691177221
781	0.06690483786
782	0.06690103106
783	0.06689727035
784	0.06689384096
785	0.06688717066
786	0.06688092494
787	0.06687248869
788	0.0668639309
789	0.06685392157
790	0.06684586909
791	0.06683624388
792	0.06683109295
793	0.06682216114
794	0.06681791824
795	0.06681314737
796	0.06680800128
797	0.06680409008
798	0.0667993869
799	0.06679257306
800	0.06678690547
801	0.06678007845
802	0.06677625612
803	0.06677109833
804	0.06676347471
805	0.06675524278
806	0.06675010521
807	0.06674621149
808	0.06674145202
809	0.06673757738
810	0.06673186254
811	0.06672832559
812	0.06672361987
813	0.06671819263
814	0.06671344647
815	0.06670877467
816	0.06670626626
817	0.0667019752
818	0.06669937435
819	0.06669334514
820	0.06668855449
821	0.06668491391
822	0.06667943561
823	0.06667340465
824	0.06667120377
825	0.06666636545
826	0.06666407838
827	0.06665897802
828	0.0666543826
829	0.06665312335
830	0.06665091463
831	0.06664403032
832	0.06663878453
833	0.06663397856
834	0.06662672799
835	0.06661700456
836	0.06661079429
837	0.06660581598
838	0.06660083584
839	0.06659688463
840	0.06658706424
841	0.06658322092
842	0.06657829784
843	0.06657515963
844	0.06656922841
845	0.06656648748
846	0.06656386385
847	0.06656192462
848	0.06655653931
849	0.06655185357
850	0.0665477719
851	0.06654376969
852	0.06653745717
853	0.06653549124
854	0.06653380645
855	0.06653022037
856	0.06652587157
857	0.06651942113
858	0.06651510404
859	0.06651012527
860	0.06650522108
861	0.06650278611
862	0.06649890459
863	0.06649337771
864	0.06648750936
865	0.06648100361
866	0.06647358073
867	0.0664672849
868	0.06646221973
869	0.06645455391
870	0.06645271685
871	0.06645084038
872	0.0664447842
873	0.06643707547
874	0.06643506418
875	0.06643072594
876	0.06642933351
877	0.06642839728
878	0.06642165918
879	0.06641810119
880	0.0664135963
881	0.06640895742
882	0.06640360622
883	0.06639544831
884	0.06638965957
885	0.06638728514
886	0.06638446352
887	0.06638045272
888	0.06637219612
889	0.06636768195
890	0.06636657843
891	0.06636248454
892	0.06635916583
893	0.06635638168
894	0.06635147797
895	0.06634287226
896	0.06633655618
897	0.06633190692
898	0.06632821793
899	0.06632611968
900	0.06632368238
901	0.06631807069
902	0.06631589052
903	0.06631239781
904	0.06630861697
905	0.06630583559
906	0.06630279438
907	0.06629736639
908	0.06629558444
909	0.066290672
910	0.06628868168
911	0.06628463028
912	0.06628110493
913	0.06627792795
914	0.06627397051
915	0.0662710783
916	0.06626718701
917	0.06625962071
918	0.06625658119
919	0.06625398374
920	0.06624873566
921	0.06624509728
922	0.06624123386
923	0.06623851527
924	0.06623455072
925	0.06623041502
926	0.06622172164
927	0.06621829481
928	0.06621651141
929	0.06621060699
930	0.06620607166
931	0.06619735583
932	0.06619535989
933	0.06619287475
934	0.06618940034
935	0.06618397178
936	0.0661781539
937	0.06617223398
938	0.06616894442
939	0.06616380043
940	0.06616074107
941	0.06615395316
942	0.06614856886
943	0.06614275059
944	0.06613918664
945	0.06613214458
946	0.06612645903
947	0.06612298207
948	0.06611642947
949	0.06611346375
950	0.06611045787
951	0.06610800195
952	0.0661016437
953	0.06609584174
954	0.06609469755
955	0.06609221839
956	0.06609026828
957	0.06608347734
958	0.06607993829
959	0.06607445778
960	0.06607149968
961	0.06606624959
962	0.06605600539
963	0.06605274178
964	0.06604283477
965	0.06603878158
966	0.06603447532
967	0.06602827449
968	0.06602455785
969	0.066022468
970	0.0660186503
971	0.06601456142
972	0.06601288678
973	0.06600948333
974	0.06600287613
975	0.06599883099
976	0.06599220843
977	0.06598943183
978	0.06598756572
979	0.06598401228
980	0.06598206486
981	0.06597613213
982	0.06597065542
983	0.06596777249
984	0.06596339437
985	0.06596033606
986	0.06595264754
987	0.06594627088
988	0.06594205391
989	0.06593804116
990	0.06593552033
991	0.06593274326
992	0.06592772252
993	0.06592371308
994	0.06591720575
995	0.06591313576
996	0.06590983876
997	0.06590355776
998	0.06589363385
999	0.0658870172
